record_id,movie_id,city,country,year,month,total_views,total_watch_minutes,rewatch_count,estimated_revenue_usd,avg_rating,num_reviews,engagement_score
373,11,Hyderabad,India,2025,2,11,1029,3,37.76,4.3,5,34.7
374,5,New York,USA,2024,9,3,231,0,7.8,4.5,1,20.1
375,10,Bengaluru,India,2024,8,7,622,1,20.61,4.0,4,30.3
376,16,Bengaluru,India,2025,1,5,377,1,12.24,3.88,4,31.1
377,14,Houston,USA,2025,2,3,312,0,10.04,4.0,2,25.2
378,13,Sydney,Australia,2025,3,8,791,1,24.05,4.0,5,28.1
379,1,Pune,India,2025,4,18,1869,3,64.7,4.29,7,38.6
380,13,Pune,India,2025,3,26,2780,4,68.17,4.31,8,37.9
381,10,Kolkata,India,2024,12,3,284,1,6.28,4.0,2,35.9
382,10,Dubai,UAE,2025,2,4,325,1,10.18,3.0,1,30.3
383,1,Pune,India,2025,3,15,1597,0,56.68,4.5,7,33.1
384,18,Kolkata,India,2025,4,4,441,0,12.94,4.75,2,24.9
385,15,Houston,USA,2025,4,17,1439,1,47.6,4.17,6,29.9
386,20,Chicago,USA,2024,10,2,83,0,2.79,,0,14.3
387,2,Bengaluru,India,2024,8,9,819,2,32.34,4.25,4,30.9
388,3,Mumbai,India,2025,1,13,1370,3,40.73,4.38,4,33.9
389,2,Mumbai,India,2024,12,8,852,0,25.59,4.33,3,27.4
390,19,Nairobi,Kenya,2025,4,9,777,2,22.92,4.5,5,31.0
391,2,Chennai,India,2025,1,3,267,1,10.4,3.0,1,31.4
392,23,Manchester,UK,2025,3,14,1043,3,34.96,3.86,7,32.3
393,3,Toronto,Canada,2024,12,5,545,1,13.36,4.25,2,30.6
394,21,New York,USA,2025,3,11,1230,1,30.4,4.5,4,28.8
395,2,Mumbai,India,2025,3,5,517,0,12.87,4.0,2,25.5
396,18,Dubai,UAE,2025,4,2,196,0,4.94,3.5,1,21.5
397,25,Singapore,Singapore,2024,12,2,154,2,7.39,,0,47.9
398,24,Hyderabad,India,2024,12,2,151,1,4.01,,0,37.4
399,8,Houston,USA,2025,1,3,147,1,4.28,,0,27.9
400,14,Kolkata,India,2024,6,3,319,0,9.62,3.5,1,25.7
401,10,London,UK,2025,4,3,259,0,9.24,,0,23.7
402,11,Mumbai,India,2025,4,25,2318,3,68.47,4.0,16,35.5
403,18,Bengaluru,India,2025,4,2,246,0,6.45,4.5,2,26.8
404,12,Toronto,Canada,2024,10,4,291,2,8.03,3.5,1,38.0
405,24,Sydney,Australia,2025,2,4,275,0,10.18,3.67,3,21.2
406,21,Kolkata,India,2025,4,32,3871,5,92.86,4.43,15,40.9
407,1,Hyderabad,India,2025,1,24,2493,2,79.37,4.39,9,38.5
408,8,Delhi,India,2025,3,17,730,1,25.01,2.81,13,23.2
409,4,Los Angeles,USA,2025,4,14,1080,1,35.7,3.9,5,29.2
410,2,Chennai,India,2024,9,5,506,1,15.68,4.0,3,31.0
411,25,Manchester,UK,2024,11,2,211,0,5.32,,0,24.2
412,15,New York,USA,2025,3,21,1756,2,43.92,4.0,8,32.3
413,18,Bengaluru,India,2024,12,4,409,2,9.73,4.0,1,38.2
414,1,London,UK,2025,2,20,2074,4,72.17,4.31,8,40.4
415,1,Houston,USA,2025,1,19,1949,1,56.56,4.18,11,35.3
416,17,Toronto,Canada,2025,4,3,198,0,5.73,,0,24.5
417,5,Hyderabad,India,2024,11,4,353,0,10.59,4.25,2,23.3
418,11,Ahmedabad,India,2025,4,14,1208,1,36.85,4.21,7,28.1
419,7,Kolkata,India,2025,1,5,298,0,7.17,2.5,2,21.9
420,8,Ahmedabad,India,2025,2,5,196,2,6.7,2.67,3,27.4
421,24,Singapore,Singapore,2025,4,5,383,1,12.59,3.5,2,29.9
422,14,Mumbai,India,2024,8,2,198,0,5.87,,0,23.6
423,4,Hyderabad,India,2025,3,21,1680,4,63.85,3.86,11,36.3
424,25,Chicago,USA,2024,11,5,540,0,13.49,4.5,3,26.0
425,21,Sydney,Australia,2025,4,25,2910,3,82.82,3.89,9,36.1
426,8,Toronto,Canada,2025,3,3,91,1,4.75,,0,21.5
427,16,Melbourne,Australia,2024,11,3,223,1,5.36,4.5,1,34.0
428,9,Kolkata,India,2025,4,44,4659,8,106.82,4.22,16,46.1
429,16,Mumbai,India,2024,11,4,269,3,7.14,3.75,2,44.7
430,12,Bengaluru,India,2025,2,5,355,0,8.93,3.75,2,22.9
431,23,London,UK,2025,2,10,734,1,28.86,3.88,4,27.0
432,16,Mumbai,India,2025,4,11,794,1,24.43,3.8,5,29.2
433,10,Manchester,UK,2025,1,2,187,0,4.85,3.5,1,25.2
434,1,London,UK,2025,3,23,2436,5,77.25,4.06,8,42.6
435,14,Kolkata,India,2024,11,7,718,0,20.98,3.75,2,26.5
436,18,Sydney,Australia,2024,10,2,151,0,6.23,3.0,1,16.8
437,23,Toronto,Canada,2025,3,7,576,0,20.75,4.5,5,25.2
438,4,Chennai,India,2025,2,9,674,0,22.26,4.33,3,24.4
439,11,Kolkata,India,2025,3,14,1301,1,39.17,4.12,4,29.7
440,11,Chennai,India,2025,2,12,1143,0,31.29,3.88,4,27.3
441,4,Hyderabad,India,2025,4,12,991,5,27.2,4.0,7,40.2
442,2,London,UK,2024,10,5,485,1,18.14,4.25,4,30.0
443,18,Manchester,UK,2025,4,6,637,0,19.52,4.75,2,24.8
444,19,Toronto,Canada,2025,4,26,2354,4,80.75,4.18,11,36.7
445,4,Mumbai,India,2025,3,33,2638,6,93.08,3.72,9,40.9
446,13,Houston,USA,2025,4,27,2833,4,82.95,4.15,10,37.7
447,9,Manchester,UK,2025,4,19,2056,2,56.67,4.07,7,34.3
448,1,Dubai,UAE,2025,2,2,218,2,7.26,4.0,2,58.5
449,7,Delhi,India,2025,1,10,507,2,14.65,2.88,4,26.9
450,18,Houston,USA,2025,3,3,319,1,9.94,3.0,1,33.7
451,2,Ahmedabad,India,2025,1,4,383,0,12.96,3.5,2,23.4
452,21,Singapore,Singapore,2025,4,18,1976,3,56.92,4.29,7,33.4
453,5,London,UK,2024,11,2,229,0,7.01,,0,29.0
454,18,Chennai,India,2025,4,2,156,0,5.31,4.5,1,17.3
455,24,New York,USA,2024,12,2,162,0,5.04,,0,23.9
456,1,Manchester,UK,2025,2,6,625,3,22.05,4.5,2,43.9
457,3,Singapore,Singapore,2025,2,6,708,2,19.62,5.0,1,36.8
458,3,Hyderabad,India,2025,1,3,359,0,7.62,3.5,1,26.0
459,17,Melbourne,Australia,2025,1,2,113,0,3.14,,0,20.7
460,25,Hyderabad,India,2024,11,2,208,0,7.15,,0,23.9
461,23,Houston,USA,2025,2,3,291,0,7.66,3.5,1,27.7
462,11,Toronto,Canada,2025,4,12,1152,3,33.39,3.62,4,35.0
463,5,Pune,India,2024,10,5,434,0,16.1,4.25,2,23.3
464,19,Pune,India,2025,4,45,4291,7,116.26,4.23,13,45.6
465,3,Singapore,Singapore,2025,3,5,485,2,15.85,4.25,4,34.1
466,3,Mumbai,India,2024,12,13,1360,3,29.16,4.4,5,33.8
467,4,Hyderabad,India,2025,2,6,434,1,16.66,4.0,2,27.5
468,7,Houston,USA,2024,12,2,108,0,2.76,2.5,1,18.8
469,8,Hyderabad,India,2025,2,7,290,2,10.01,2.0,1,25.5
470,9,Hyderabad,India,2025,4,40,4261,5,114.64,4.21,17,42.9
471,21,Chennai,India,2025,4,29,3164,8,90.27,4.0,7,41.0
472,10,Delhi,India,2024,9,4,292,0,8.44,3.62,4,20.6
473,25,Houston,USA,2025,2,3,322,0,8.48,3.5,2,25.1
474,12,Hyderabad,India,2025,4,6,436,0,12.99,4.0,1,23.8
475,23,Kolkata,India,2025,2,13,1016,0,38.81,3.92,6,26.5
476,18,New York,USA,2025,3,3,387,0,8.44,5.0,1,28.5
477,22,Hyderabad,India,2025,4,5,318,1,14.55,,0,23.9
478,3,London,UK,2024,11,3,327,1,7.84,3.5,1,33.8
479,13,Melbourne,Australia,2025,4,12,1253,0,43.58,3.88,4,27.2
480,11,Manchester,UK,2025,3,5,389,2,15.01,,0,32.4
481,15,Sydney,Australia,2025,3,12,1052,1,26.46,4.33,3,29.4
482,24,Delhi,India,2025,4,10,800,3,20.79,3.62,8,35.9
483,25,Los Angeles,USA,2024,10,4,396,1,12.32,3.5,1,31.1
484,10,Pune,India,2025,1,2,127,1,4.58,3.5,1,32.4
485,2,Delhi,India,2025,2,6,726,2,21.92,3.5,2,39.9
486,16,Kolkata,India,2025,1,10,745,4,20.76,4.0,1,38.8
487,22,New York,USA,2025,4,9,910,1,22.21,3.88,4,32.2
488,22,Hyderabad,India,2025,3,6,549,0,14.9,3.83,3,25.3
489,25,Pune,India,2025,2,4,372,0,15.11,3.33,3,22.3
490,10,London,UK,2024,8,3,258,0,7.03,3.0,1,23.6
491,23,Ahmedabad,India,2025,4,11,886,1,24.01,4.0,2,29.1
492,18,Mumbai,India,2025,4,6,560,1,13.61,3.5,1,27.1
493,1,Sydney,Australia,2025,3,13,1272,0,48.6,4.2,5,30.1
494,5,Houston,USA,2024,12,7,640,0,23.08,3.5,3,25.3
495,23,London,UK,2025,3,8,625,2,20.98,3.67,3,32.0
496,14,Melbourne,Australia,2024,9,3,260,1,8.04,4.0,1,31.2
497,17,Bengaluru,India,2025,4,5,344,1,10.23,4.0,2,32.3
498,10,London,UK,2025,3,5,399,2,15.13,4.0,1,34.8
499,13,Pune,India,2025,4,30,2850,3,88.34,4.27,13,35.4
500,7,Hyderabad,India,2025,1,9,447,0,10.88,3.3,5,20.2
501,11,Ahmedabad,India,2025,2,10,880,0,32.87,3.67,3,24.8
502,10,Singapore,Singapore,2025,3,4,303,0,9.24,3.0,1,21.4
503,12,Mumbai,India,2024,10,3,236,0,6.18,4.0,1,24.3
504,24,Chennai,India,2025,4,2,142,0,4.62,4.0,1,21.1
505,22,Pune,India,2024,12,11,969,1,35.62,4.33,3,29.2
506,22,Los Angeles,USA,2024,11,6,518,2,21.04,3.5,2,34.0
507,13,Delhi,India,2025,4,62,6438,5,216.83,4.21,29,49.5
508,1,Houston,USA,2025,4,8,842,2,22.26,4.38,4,37.5
509,11,Chennai,India,2025,4,16,1449,3,55.3,4.0,6,33.4
510,10,Chennai,India,2025,3,2,148,0,5.48,,0,20.1
511,24,London,UK,2025,3,4,310,0,10.13,3.25,2,23.7
512,21,Chicago,USA,2025,4,18,2227,3,43.64,4.35,10,36.1
513,25,New York,USA,2024,7,5,552,0,14.3,4.5,1,26.5
514,3,Chennai,India,2025,2,5,592,0,11.9,3.0,1,26.5
515,7,Chennai,India,2024,12,5,244,1,6.37,2.67,3,24.3
516,14,Dubai,UAE,2024,11,2,162,1,5.06,4.0,1,34.5
517,22,Ahmedabad,India,2025,4,6,506,0,18.33,3.83,3,23.5
518,18,Delhi,India,2025,3,8,852,1,22.04,4.0,3,29.4
519,23,Dubai,UAE,2025,3,7,643,1,18.31,3.5,2,32.1
520,1,Singapore,Singapore,2025,1,16,1557,1,58.16,4.25,2,33.0
521,23,Bengaluru,India,2025,3,13,1108,2,27.16,3.71,7,33.1
522,4,Manchester,UK,2025,2,5,375,0,10.57,3.75,2,22.8
523,2,London,UK,2025,3,7,695,1,20.16,4.75,2,29.7
524,1,Hyderabad,India,2025,3,10,1064,2,34.76,4.5,5,37.1
525,1,Houston,USA,2025,3,12,1240,1,36.68,4.25,2,33.6
526,2,Kolkata,India,2024,12,7,608,1,24.96,4.17,3,26.8
527,19,Ahmedabad,India,2025,4,36,3260,8,102.88,4.03,17,42.8
528,3,Kolkata,India,2024,11,2,230,1,6.18,,0,39.6
529,1,Nairobi,Kenya,2025,2,3,286,0,7.8,5.0,1,25.4
530,24,Bengaluru,India,2024,12,2,178,0,4.78,,0,26.2
531,14,Chennai,India,2025,4,3,291,1,7.96,,0,33.6
532,7,Singapore,Singapore,2024,12,5,225,0,7.1,1.5,2,17.0
533,20,Bengaluru,India,2024,10,5,206,0,8.45,2.5,2,15.4
534,25,Mumbai,India,2024,7,7,654,1,22.32,3.25,2,27.8
535,8,Melbourne,Australia,2025,3,3,166,0,5.28,4.0,1,20.1
536,13,Ahmedabad,India,2025,4,26,2696,2,71.04,4.21,12,34.9
537,5,London,UK,2025,3,9,889,1,31.22,3.5,5,31.2
538,10,Chicago,USA,2024,8,3,217,0,9.11,4.0,1,20.1
539,4,Los Angeles,USA,2025,3,14,1031,2,33.0,4.0,6,30.3
540,23,Nairobi,Kenya,2025,4,4,317,1,12.01,4.0,1,30.7
541,8,Bengaluru,India,2025,3,9,420,3,15.06,3.33,3,29.5
542,22,London,UK,2025,4,6,540,1,16.05,3.0,3,29.9
543,16,Hyderabad,India,2024,12,3,209,0,7.04,3.0,1,22.5
544,14,Nairobi,Kenya,2024,11,2,212,0,7.19,5.0,1,25.3
545,22,Mumbai,India,2024,12,15,1267,3,38.65,4.07,7,33.1
546,15,Delhi,India,2025,3,30,2669,8,82.85,3.85,10,42.4
547,16,Chicago,USA,2025,2,5,301,0,11.32,3.5,1,20.4
548,24,Ahmedabad,India,2025,1,6,460,1,12.32,3.67,3,29.3
549,25,Toronto,Canada,2024,8,2,183,0,5.61,2.5,1,21.1
550,3,Mumbai,India,2025,3,7,872,0,21.98,4.67,3,28.6
551,23,Chennai,India,2025,4,14,1234,1,34.78,3.85,10,31.8
552,16,Delhi,India,2024,11,6,498,2,12.76,,0,37.8
553,24,Houston,USA,2025,3,8,578,3,18.96,3.5,3,35.1
554,15,Houston,USA,2025,3,11,919,1,28.63,3.5,6,28.2
555,22,Delhi,India,2025,3,8,655,1,20.24,3.4,5,27.4
556,11,Sydney,Australia,2025,1,2,193,0,4.95,,0,23.6
557,10,Delhi,India,2025,1,2,194,0,4.2,,0,26.1
558,5,Mumbai,India,2024,9,8,709,2,24.78,4.5,2,32.5
559,8,New York,USA,2025,2,10,458,1,14.95,2.3,5,22.6
560,1,New York,USA,2025,3,23,2270,5,73.78,4.5,7,40.8
561,11,Houston,USA,2025,4,10,933,1,24.98,4.0,6,29.0
562,15,Ahmedabad,India,2025,4,9,808,3,23.15,3.33,6,36.2
563,1,New York,USA,2025,1,29,2917,5,93.0,4.64,11,42.3
564,12,Bengaluru,India,2024,12,2,124,1,4.67,,0,34.0
565,7,Ahmedabad,India,2024,12,4,163,0,5.65,3.0,2,15.2
566,21,Ahmedabad,India,2025,4,23,2722,2,73.24,4.2,5,34.7
567,11,Sydney,Australia,2025,2,7,590,1,23.78,3.38,4,27.0
568,24,Singapore,Singapore,2025,1,4,346,1,7.52,4.25,2,33.8
569,3,London,UK,2025,3,7,803,2,18.44,4.12,4,35.1
570,4,Dubai,UAE,2025,3,6,582,1,14.02,3.83,3,34.3
571,16,Delhi,India,2024,12,7,468,0,15.98,,0,23.3
572,18,Melbourne,Australia,2024,10,5,535,0,16.8,4.5,2,24.6
573,3,Bengaluru,India,2025,1,14,1627,2,42.5,4.5,5,33.9
574,3,Chicago,USA,2025,3,4,389,1,11.81,4.38,4,29.2
575,13,Singapore,Singapore,2025,4,22,2468,1,64.22,4.0,6,34.2
576,25,Bengaluru,India,2025,4,3,278,0,10.0,4.83,3,21.8
577,5,Singapore,Singapore,2024,9,3,244,0,9.34,4.5,1,21.2
578,25,New York,USA,2024,9,3,220,1,8.17,,0,27.5
579,20,Sydney,Australia,2024,9,5,187,0,7.64,2.5,1,14.2
580,2,Sydney,Australia,2025,2,4,387,1,10.51,4.17,3,31.1
581,15,Chicago,USA,2025,4,18,1463,2,45.43,4.06,8,31.0
582,24,Bengaluru,India,2025,2,5,440,4,10.97,3.75,2,51.1
583,5,Manchester,UK,2025,1,5,436,3,13.51,5.0,1,41.4
584,2,Ahmedabad,India,2024,12,2,219,0,6.16,4.0,1,25.7
585,5,Bengaluru,India,2025,3,6,502,1,19.15,4.0,1,28.0
586,5,Toronto,Canada,2024,12,2,204,0,6.44,,0,25.9
587,17,Houston,USA,2025,1,4,226,0,8.09,3.25,2,21.5
588,12,Ahmedabad,India,2025,1,5,395,1,11.03,3.75,2,31.2
589,14,New York,USA,2024,6,4,406,0,10.92,3.83,3,25.0
590,14,New York,USA,2024,8,5,468,0,15.68,3.5,2,23.6
591,1,Kolkata,India,2025,4,20,2095,5,62.28,4.28,9,42.1
592,13,Chennai,India,2025,4,22,2230,3,80.3,3.8,5,34.6
593,25,Chennai,India,2025,4,2,199,0,5.4,4.5,1,22.9
594,2,New York,USA,2025,1,4,394,0,11.2,4.0,2,24.0
595,4,Manchester,UK,2025,4,11,855,3,33.88,4.0,4,34.2
596,12,Chennai,India,2024,11,2,189,0,4.79,4.0,2,28.6
597,22,Mumbai,India,2025,4,18,1596,2,46.9,3.58,6,32.7
598,5,Chicago,USA,2024,9,3,274,0,8.93,3.75,2,23.7
599,21,Los Angeles,USA,2025,4,33,3709,3,108.27,4.18,14,37.7
600,3,Ahmedabad,India,2024,12,8,931,2,19.08,4.5,2,34.8
601,22,London,UK,2025,2,6,576,1,18.22,3.25,2,31.4
602,6,Ahmedabad,India,2025,4,5,240,0,7.78,2.0,1,17.2
603,5,Kolkata,India,2025,2,5,422,3,16.49,3.83,3,40.8
604,5,Chennai,India,2025,1,2,160,0,6.65,3.75,2,20.5
605,13,Toronto,Canada,2025,4,23,2296,4,67.38,4.25,12,35.8
606,1,Los Angeles,USA,2025,3,16,1699,5,41.74,4.6,5,42.8
607,18,Mumbai,India,2024,12,9,967,0,28.65,4.1,5,26.3
608,24,Los Angeles,USA,2025,4,6,465,3,14.8,4.5,1,39.5
609,14,Mumbai,India,2024,11,5,527,1,17.81,4.0,2,32.3
610,3,New York,USA,2024,12,8,890,2,18.13,2.5,1,33.7
611,24,Mumbai,India,2025,1,10,749,4,25.03,3.9,5,37.4
612,12,Kolkata,India,2024,10,2,154,0,3.78,3.0,1,23.4
613,11,Pune,India,2025,2,13,1179,1,43.8,3.9,5,28.9
614,16,Bengaluru,India,2025,2,8,577,2,17.27,3.17,3,32.8
615,15,London,UK,2025,4,23,2125,2,50.19,4.0,10,35.1
616,3,Kolkata,India,2025,4,6,656,2,19.65,4.83,3,35.0
617,2,Toronto,Canada,2025,4,2,207,0,5.4,,0,24.3
618,25,Delhi,India,2024,12,5,571,1,18.43,3.0,3,33.4
619,2,Hyderabad,India,2024,8,2,168,1,5.63,4.5,1,34.9
620,12,Ahmedabad,India,2024,11,4,331,0,9.49,4.0,1,25.9
621,24,Chennai,India,2025,2,6,503,0,11.56,4.0,2,26.4
622,22,London,UK,2025,3,11,957,1,31.98,3.5,5,28.9
623,18,London,UK,2025,3,2,266,0,5.83,3.5,1,28.9
624,11,London,UK,2025,3,11,1000,1,39.42,4.0,5,28.6
625,4,Bengaluru,India,2025,2,6,506,0,13.73,3.83,3,25.8
626,12,Delhi,India,2025,3,4,306,0,9.6,4.5,1,24.1
627,1,Delhi,India,2025,4,26,2662,3,70.23,4.44,9,39.9
628,14,Toronto,Canada,2025,4,3,330,0,8.46,3.5,1,26.6
629,12,Houston,USA,2025,1,6,460,0,14.63,3.75,4,24.9
630,4,Melbourne,Australia,2025,4,7,593,0,20.95,3.5,3,26.3
631,10,Manchester,UK,2025,2,3,227,0,7.75,4.25,2,20.9
632,16,Hyderabad,India,2025,4,4,303,0,7.96,,0,24.8
633,7,Mumbai,India,2024,12,10,362,0,16.22,2.33,3,16.1
634,25,Chicago,USA,2024,9,2,182,0,7.35,,0,21.0
635,5,Melbourne,Australia,2024,9,2,169,0,6.94,,0,21.6
636,18,Chennai,India,2024,11,4,427,1,13.43,3.5,1,31.7
637,23,Bengaluru,India,2025,4,13,1091,1,32.83,4.17,6,30.4
638,22,Houston,USA,2024,11,10,910,1,24.62,3.62,4,29.8
639,10,Delhi,India,2025,2,2,164,0,4.47,3.75,2,22.2
640,25,Delhi,India,2025,4,6,616,1,18.57,3.6,5,30.2
641,3,Houston,USA,2024,11,2,212,0,5.9,3.5,1,22.7
642,1,Sydney,Australia,2025,1,12,1243,3,33.49,4.7,5,38.6
643,13,Bengaluru,India,2025,3,21,2152,4,71.79,4.0,5,36.1
644,23,Los Angeles,USA,2025,3,21,1834,3,53.98,4.0,7,36.5
645,20,Chennai,India,2024,10,5,243,0,6.63,2.5,2,17.8
646,20,Delhi,India,2024,9,12,514,1,19.46,3.0,3,21.3
647,16,New York,USA,2024,12,6,458,2,12.22,3.25,2,35.8
648,10,Los Angeles,USA,2025,4,4,311,0,11.47,3.67,3,21.9
649,18,Hyderabad,India,2025,2,3,351,1,9.41,3.0,1,35.9
650,17,Manchester,UK,2025,3,2,148,0,3.61,4.0,1,26.9
651,25,Kolkata,India,2025,3,4,435,1,15.19,4.25,2,33.3
652,16,Kolkata,India,2025,3,5,350,1,9.12,3.5,2,29.4
653,24,Hyderabad,India,2025,2,6,461,0,13.83,4.0,2,24.4
654,5,Delhi,India,2025,1,12,958,4,40.69,3.75,6,34.4
655,1,Pune,India,2025,2,12,1199,0,33.88,4.0,1,30.2
656,20,Hyderabad,India,2024,8,2,97,0,3.24,,0,16.6
657,5,Mumbai,India,2024,11,9,780,1,23.61,4.17,6,28.2
658,3,Chicago,USA,2025,4,8,848,3,22.12,4.5,3,36.4
659,11,Melbourne,Australia,2025,2,9,901,2,31.49,4.0,4,33.9
660,13,Houston,USA,2025,3,18,1781,4,63.63,4.17,6,35.1
661,18,Delhi,India,2024,12,7,695,1,15.81,4.3,5,28.1
662,5,Mumbai,India,2025,3,13,1215,1,44.01,3.88,4,30.5
663,11,Melbourne,Australia,2025,3,5,464,0,14.94,3.5,1,23.9
664,17,Chicago,USA,2025,1,2,120,1,3.39,4.75,2,37.0
665,12,Delhi,India,2024,10,4,302,0,8.12,3.25,4,23.8
666,4,Melbourne,Australia,2025,3,4,314,1,8.77,,0,30.9
667,6,Chennai,India,2025,3,10,434,0,12.31,2.4,5,17.7
668,4,New York,USA,2025,4,22,1778,4,56.75,4.0,12,36.7
669,15,Hyderabad,India,2025,3,18,1610,5,39.57,3.78,9,38.1
670,18,Toronto,Canada,2024,12,5,456,1,16.28,3.5,2,27.3
671,1,Melbourne,Australia,2025,1,15,1514,2,52.21,4.6,5,35.7
672,1,Chennai,India,2025,4,12,1229,0,34.85,4.58,6,30.8
673,20,Houston,USA,2024,9,5,194,0,6.43,1.75,2,14.7
674,1,Chicago,USA,2025,2,8,795,1,27.2,4.5,5,32.2
675,18,Sydney,Australia,2025,4,3,288,1,6.96,,0,31.5
676,10,London,UK,2025,2,4,346,0,9.67,2.75,2,24.2
677,21,Manchester,UK,2025,4,18,2086,2,55.73,4.44,8,33.0
678,18,Ahmedabad,India,2024,12,2,199,1,6.04,4.5,1,36.8
679,13,Mumbai,India,2025,3,24,2521,1,82.79,4.3,10,33.4
680,16,Chennai,India,2025,2,6,424,1,13.6,3.38,4,29.0
681,7,New York,USA,2025,2,6,261,0,9.54,2.5,2,16.9
682,3,Mumbai,India,2025,4,10,1022,2,26.41,4.33,6,31.1
683,10,Bengaluru,India,2025,1,6,498,1,15.34,4.5,3,29.1
684,6,Hyderabad,India,2025,3,5,304,1,6.74,,0,27.2
685,25,Mumbai,India,2025,3,14,1403,3,45.89,3.5,7,34.3
686,12,Chennai,India,2025,4,5,352,0,12.03,4.0,2,22.7
687,15,London,UK,2025,3,23,2080,3,67.29,3.92,6,35.9
688,11,Toronto,Canada,2025,2,12,1180,4,37.56,4.0,5,38.0
689,4,Sydney,Australia,2025,3,8,665,0,24.08,4.25,2,26.3
690,10,New York,USA,2025,3,3,298,0,6.65,3.5,1,27.1
691,22,Sydney,Australia,2024,12,3,237,0,7.84,,0,20.9
692,23,Houston,USA,2025,3,7,592,1,20.09,3.5,3,30.2
693,4,Ahmedabad,India,2025,4,7,528,0,17.09,3.75,4,23.8
694,11,Mumbai,India,2025,3,22,2163,5,56.88,4.0,6,38.8
695,25,Mumbai,India,2025,4,6,624,0,17.81,3.67,3,25.5
696,2,Chennai,India,2025,4,2,122,0,5.88,3.5,2,14.7
697,23,London,UK,2025,4,13,1000,3,39.62,4.12,8,33.1
698,24,Kolkata,India,2025,1,3,260,0,6.41,,0,26.0
699,7,Mumbai,India,2025,1,11,493,3,15.59,2.5,5,27.5
700,15,Nairobi,Kenya,2025,3,6,550,1,18.26,3.67,3,30.5
701,21,New York,USA,2025,4,38,4280,3,90.57,3.88,13,39.4
702,25,Sydney,Australia,2024,10,2,206,0,6.77,4.0,2,23.7
703,12,Mumbai,India,2025,3,6,517,0,15.24,4.0,2,27.7
704,11,Los Angeles,USA,2025,3,14,1209,4,43.02,4.08,6,34.6
705,3,Hyderabad,India,2025,3,6,582,1,16.43,4.0,2,27.5
706,8,Los Angeles,USA,2025,1,2,63,1,3.42,,0,26.5
707,24,London,UK,2025,1,11,947,1,22.25,,0,31.7
708,10,New York,USA,2025,2,2,146,2,5.85,3.0,1,49.8
709,25,London,UK,2025,1,7,654,0,26.61,3.5,5,23.6
710,20,Mumbai,India,2024,9,17,795,1,22.38,2.62,8,23.8
711,14,Bengaluru,India,2025,3,5,469,2,16.68,4.0,2,35.6
712,3,Los Angeles,USA,2025,1,7,731,1,15.7,5.0,2,28.7
713,13,Toronto,Canada,2025,3,13,1236,0,40.49,4.25,4,25.6
714,18,Chicago,USA,2025,1,7,634,1,23.47,3.0,2,26.2
715,18,Bengaluru,India,2024,11,4,384,1,11.12,4.0,2,29.4
716,4,Ahmedabad,India,2025,2,4,333,2,9.25,3.67,3,39.7
717,2,Pune,India,2024,12,2,156,1,7.0,4.5,1,33.5
718,17,Pune,India,2025,3,2,88,1,3.44,,0,31.3
719,24,Manchester,UK,2025,4,6,497,0,11.82,3.75,2,26.1
720,12,Pune,India,2025,1,5,370,1,12.44,3.83,3,29.8
721,11,Chicago,USA,2025,3,10,988,3,34.9,4.0,5,36.3
722,4,Manchester,UK,2025,3,4,371,1,9.74,4.5,1,34.9
723,12,Mumbai,India,2025,4,7,528,3,17.54,3.5,3,37.8
724,5,Ahmedabad,India,2025,3,4,371,1,10.04,4.67,3,31.9
725,2,Delhi,India,2024,9,7,710,2,26.46,4.0,1,34.4
726,24,Toronto,Canada,2025,1,2,179,1,5.13,3.75,2,41.4
727,11,Singapore,Singapore,2025,3,7,639,2,19.45,4.25,2,32.9
728,18,London,UK,2024,12,2,158,1,6.63,4.5,1,32.5
729,16,Chennai,India,2025,4,3,243,0,7.29,3.5,1,26.0
730,22,Bengaluru,India,2024,12,9,854,1,24.25,3.8,5,30.7
731,6,Ahmedabad,India,2025,3,4,169,2,5.48,,0,29.9
732,21,Chennai,India,2025,3,9,1018,1,26.01,4.17,3,28.8
733,23,Manchester,UK,2025,2,7,612,0,18.2,4.0,2,26.6
734,1,Nairobi,Kenya,2025,3,4,409,1,12.04,5.0,1,35.1
735,11,Manchester,UK,2025,2,7,622,1,23.03,4.1,5,28.1
736,22,Singapore,Singapore,2025,2,4,315,1,11.64,3.5,2,28.8
737,23,Pune,India,2025,2,9,709,3,25.59,3.38,4,35.1
738,25,Mumbai,India,2024,10,6,587,2,16.32,3.58,6,34.1
739,1,London,UK,2025,4,21,2163,1,75.14,4.5,4,36.0
740,12,Melbourne,Australia,2024,10,2,147,0,4.19,4.25,2,22.4
741,24,Toronto,Canada,2025,3,4,227,0,7.78,3.25,2,17.8
742,15,Toronto,Canada,2025,3,9,754,3,26.71,4.0,4,34.7
743,3,London,UK,2025,1,9,900,0,24.66,3.67,3,24.3
744,10,Pune,India,2025,3,2,150,0,4.91,,0,20.4
745,2,Pune,India,2024,8,3,293,0,9.07,,0,23.4
746,2,Manchester,UK,2025,4,3,304,1,8.21,3.5,2,34.2
747,11,Bengaluru,India,2025,3,22,2070,6,72.24,3.88,4,39.2
748,18,Manchester,UK,2025,2,2,216,0,5.67,4.0,1,23.6
749,22,Los Angeles,USA,2025,3,5,459,2,15.95,4.33,3,37.0
