review_id,viewer_id,movie_id,rating,review_date,sentiment,review_text,helpful_votes
1113,424,21,5.0,2025-04-19,Positive,Exceeded my expectations.,107
1114,338,21,5.0,2025-04-12,Positive,Gripping from start to finish.,11
1115,922,11,4.5,2025-03-07,Positive,Top-tier storytelling.,12
1116,209,13,5.0,2025-04-15,Positive,One of the best this year.,105
1117,1196,11,3.5,2025-04-09,Neutral,Had its highs and lows.,32
1118,469,14,4.5,2024-06-29,Positive,Highly recommend.,15
1119,1032,7,2.5,2025-01-23,Neutral,Worth a one-time watch.,9
1120,911,12,3.5,2025-02-09,Neutral,Some good moments.,80
1121,877,22,4.0,2025-04-21,Positive,Gripping from start to finish.,50
1122,259,11,3.0,2025-02-07,Neutral,Some good moments.,108
1123,1085,18,4.5,2025-02-21,Positive,Gripping from start to finish.,48
1124,398,22,3.0,2024-12-16,Neutral,Worth a one-time watch.,30
1125,80,9,4.5,2025-04-16,Positive,Absolutely loved it!,71
1126,1066,19,4.5,2025-04-14,Positive,Exceeded my expectations.,3
1127,533,14,4.0,2024-11-23,Positive,Highly recommend.,7
1128,710,9,4.5,2025-04-15,Positive,One of the best this year.,59
1129,405,2,4.5,2025-01-25,Positive,Will watch again.,85
1130,937,6,2.0,2025-05-01,Negative,Wasted potential.,99
1131,615,13,3.5,2025-04-19,Neutral,Had its highs and lows.,26
1132,249,14,5.0,2024-08-03,Positive,Top-tier storytelling.,56
1133,855,22,3.0,2025-04-27,Neutral,Worth a one-time watch.,41
1134,797,1,5.0,2025-01-19,Positive,A visual masterpiece.,38
1135,450,19,4.5,2025-04-14,Positive,Absolutely loved it!,65
1136,527,1,4.5,2025-01-30,Positive,Top-tier storytelling.,81
1137,1153,15,4.5,2025-04-30,Positive,Top-tier storytelling.,70
1138,1151,15,4.0,2025-04-08,Positive,Exceeded my expectations.,102
1139,839,4,5.0,2025-03-19,Positive,Will watch again.,110
1140,9,19,4.5,2025-04-24,Positive,Exceeded my expectations.,85
1141,62,2,4.5,2024-08-20,Positive,One of the best this year.,4
1142,684,23,4.0,2025-04-19,Positive,Top-tier storytelling.,78
1143,967,5,3.5,2025-03-07,Neutral,Average for its genre.,35
1144,1175,25,3.5,2025-03-08,Neutral,Had its highs and lows.,93
1145,1157,1,5.0,2025-01-16,Positive,One of the best this year.,100
1146,891,1,4.5,2025-03-28,Positive,Exceeded my expectations.,17
1147,750,24,4.0,2025-01-21,Positive,Highly recommend.,86
1148,1045,17,4.5,2025-04-05,Positive,Exceeded my expectations.,50
1149,938,14,3.0,2024-09-02,Neutral,Nothing special but enjoyable.,118
1150,861,5,3.0,2025-02-03,Neutral,Decent watch.,66
1151,703,5,4.0,2025-02-25,Positive,Will watch again.,86
1152,927,20,2.0,2024-09-13,Negative,Very disappointing.,72
1153,547,1,4.5,2025-04-04,Positive,Highly recommend.,63
1154,1082,7,2.5,2025-01-17,Neutral,Decent watch.,8
1155,121,1,5.0,2025-03-02,Positive,Exceeded my expectations.,103
1156,797,11,3.5,2025-02-18,Neutral,Worth a one-time watch.,76
1157,129,24,3.5,2025-02-21,Neutral,Average for its genre.,21
1158,604,15,5.0,2025-04-04,Positive,Highly recommend.,30
1159,480,5,4.0,2025-02-02,Positive,Gripping from start to finish.,31
1160,795,13,4.0,2025-04-30,Positive,Exceeded my expectations.,108
1161,139,3,4.0,2025-01-30,Positive,Absolutely loved it!,16
1162,467,19,4.0,2025-04-30,Positive,Top-tier storytelling.,73
1163,774,7,3.0,2024-12-31,Neutral,Some good moments.,34
1164,841,2,3.0,2024-10-09,Neutral,Decent watch.,34
1165,616,19,4.5,2025-04-23,Positive,Will watch again.,7
1166,875,21,4.5,2025-05-02,Positive,Will watch again.,80
1167,632,25,4.0,2024-07-29,Positive,Highly recommend.,24
1168,835,10,4.5,2024-09-17,Positive,A visual masterpiece.,96
1169,255,18,4.5,2025-04-23,Positive,Gripping from start to finish.,6
1170,1092,10,3.5,2024-11-28,Neutral,Average for its genre.,72
1171,775,13,4.5,2025-04-14,Positive,Highly recommend.,55
1172,481,3,4.0,2024-12-08,Positive,Will watch again.,7
1173,630,14,4.0,2024-11-27,Positive,Great performances all around.,60
1174,888,19,3.5,2025-04-15,Neutral,Some good moments.,110
1175,337,3,5.0,2025-02-28,Positive,One of the best this year.,51
1176,316,9,4.5,2025-04-21,Positive,Top-tier storytelling.,104
1177,53,14,3.5,2024-11-13,Neutral,Decent watch.,91
1178,722,16,3.0,2025-02-15,Neutral,Average for its genre.,10
1179,873,15,3.5,2025-03-23,Neutral,Had its highs and lows.,37
1180,84,4,4.0,2025-04-11,Positive,Top-tier storytelling.,32
1181,964,8,2.5,2025-03-05,Neutral,Nothing special but enjoyable.,99
1182,972,23,4.0,2025-03-04,Positive,Great performances all around.,102
1183,886,9,5.0,2025-04-14,Positive,Highly recommend.,108
1184,1082,14,4.0,2024-08-23,Positive,Absolutely loved it!,8
1185,812,3,4.0,2025-02-19,Positive,Highly recommend.,43
1186,805,21,4.5,2025-04-19,Positive,Will watch again.,24
1187,67,3,2.5,2025-02-08,Neutral,Nothing special but enjoyable.,10
1188,734,15,4.0,2025-03-10,Positive,Absolutely loved it!,95
1189,284,4,5.0,2025-04-08,Positive,Highly recommend.,29
1190,1002,22,4.5,2025-04-12,Positive,One of the best this year.,2
1191,310,17,4.0,2025-02-24,Positive,Highly recommend.,33
1192,1051,21,4.0,2025-04-29,Positive,Will watch again.,85
1193,1022,22,3.5,2025-05-03,Neutral,Nothing special but enjoyable.,89
1194,510,3,4.0,2025-03-11,Positive,One of the best this year.,96
1195,499,2,2.5,2024-10-21,Neutral,Nothing special but enjoyable.,82
1196,132,21,5.0,2025-03-27,Positive,One of the best this year.,40
1197,1000,13,4.5,2025-03-21,Positive,Absolutely loved it!,92
1198,685,14,4.0,2025-03-05,Positive,Gripping from start to finish.,59
1199,203,15,3.5,2025-03-21,Neutral,Worth a one-time watch.,101
1200,381,11,5.0,2025-04-14,Positive,Exceeded my expectations.,84
1201,1023,11,3.5,2025-03-17,Neutral,Worth a one-time watch.,115
1202,670,5,4.0,2025-02-08,Positive,Absolutely loved it!,101
1203,1193,1,5.0,2025-01-22,Positive,Highly recommend.,4
1204,781,22,3.5,2025-03-15,Neutral,Nothing special but enjoyable.,35
1205,1000,10,4.0,2024-09-29,Positive,One of the best this year.,74
1206,118,18,4.5,2024-12-07,Positive,Great performances all around.,43
1207,1001,2,3.0,2024-08-15,Neutral,Decent watch.,54
1208,1080,19,3.5,2025-04-27,Neutral,Had its highs and lows.,97
1209,1098,9,4.5,2025-04-12,Positive,Great performances all around.,29
1210,653,21,4.0,2025-04-01,Positive,Gripping from start to finish.,36
1211,409,22,4.0,2025-03-07,Positive,Will watch again.,43
1212,298,4,4.5,2025-03-16,Positive,A visual masterpiece.,97
1213,406,11,5.0,2025-04-15,Positive,Absolutely loved it!,6
1214,1039,7,3.5,2025-01-11,Neutral,Average for its genre.,99
1215,304,11,4.0,2025-03-07,Positive,Great performances all around.,15
1216,934,12,3.5,2025-01-31,Neutral,Average for its genre.,22
1217,834,12,3.5,2025-01-12,Neutral,Had its highs and lows.,0
1218,1095,1,5.0,2025-02-18,Positive,Highly recommend.,77
1219,1100,19,4.5,2025-04-23,Positive,A visual masterpiece.,65
1220,488,5,3.5,2024-09-08,Neutral,Decent watch.,56
1221,357,2,4.0,2025-01-09,Positive,Highly recommend.,64
1222,606,11,4.5,2025-04-12,Positive,Highly recommend.,112
1223,560,2,4.0,2025-03-08,Positive,Will watch again.,82
1224,284,21,4.5,2025-04-20,Positive,Absolutely loved it!,1
1225,816,9,3.5,2025-04-30,Neutral,Had its highs and lows.,82
1226,1082,19,4.5,2025-04-18,Positive,Will watch again.,81
1227,137,24,3.5,2025-03-14,Neutral,Worth a one-time watch.,74
1228,681,4,4.0,2025-03-26,Positive,Highly recommend.,99
1229,623,1,4.5,2025-01-18,Positive,Gripping from start to finish.,25
1230,1020,21,5.0,2025-03-31,Positive,Gripping from start to finish.,33
1231,895,11,4.0,2025-03-26,Positive,Great performances all around.,111
1232,903,24,4.5,2025-02-24,Positive,Absolutely loved it!,118
1233,1006,7,2.0,2025-01-23,Negative,Couldn't finish it.,32
1234,487,19,4.5,2025-04-25,Positive,A visual masterpiece.,81
1235,54,1,4.5,2025-01-29,Positive,Will watch again.,6
1236,526,2,4.5,2025-01-11,Positive,Will watch again.,10
1237,126,11,3.5,2025-04-19,Neutral,Some good moments.,71
1238,73,22,3.0,2025-01-24,Neutral,Had its highs and lows.,10
1239,1191,14,4.0,2024-11-08,Positive,One of the best this year.,102
1240,154,9,3.5,2025-04-29,Neutral,Average for its genre.,13
1241,372,15,4.5,2025-04-01,Positive,Highly recommend.,68
1242,686,1,4.5,2025-01-21,Positive,Highly recommend.,7
1243,458,7,2.5,2025-02-07,Neutral,Average for its genre.,103
1244,818,9,3.5,2025-05-03,Neutral,Average for its genre.,109
1245,985,5,4.5,2025-04-08,Positive,One of the best this year.,75
1246,780,13,3.5,2025-04-19,Neutral,Nothing special but enjoyable.,7
1247,227,5,3.5,2025-01-31,Neutral,Some good moments.,25
1248,739,9,4.5,2025-05-01,Positive,Exceeded my expectations.,116
1249,845,9,3.0,2025-04-18,Neutral,Had its highs and lows.,85
1250,417,19,4.0,2025-04-27,Positive,Absolutely loved it!,18
1251,277,7,2.0,2025-01-23,Negative,Wasted potential.,35
1252,1066,1,4.5,2025-04-16,Positive,Great performances all around.,65
1253,958,5,3.5,2024-09-15,Neutral,Some good moments.,79
1254,415,3,5.0,2024-11-23,Positive,Gripping from start to finish.,65
1255,131,13,4.0,2025-04-05,Positive,Absolutely loved it!,93
1256,86,1,4.0,2025-01-16,Positive,Gripping from start to finish.,104
1257,55,1,4.5,2025-02-24,Positive,Great performances all around.,64
1258,1179,15,3.0,2025-05-02,Neutral,Had its highs and lows.,73
1259,608,6,3.0,2025-04-09,Neutral,Decent watch.,66
1260,257,3,4.5,2025-03-09,Positive,Gripping from start to finish.,119
1261,784,10,3.5,2024-10-06,Neutral,Nothing special but enjoyable.,26
1262,316,19,4.5,2025-04-15,Positive,A visual masterpiece.,52
1263,206,9,4.0,2025-04-24,Positive,Will watch again.,118
1264,1115,20,2.5,2024-09-03,Neutral,Some good moments.,90
1265,768,1,3.5,2025-02-24,Neutral,Had its highs and lows.,68
1266,204,13,4.0,2025-04-10,Positive,Absolutely loved it!,68
1267,712,22,3.0,2024-12-20,Neutral,Decent watch.,11
1268,976,2,3.5,2025-02-12,Neutral,Nothing special but enjoyable.,111
1269,513,3,4.5,2025-02-27,Positive,Absolutely loved it!,21
1270,157,13,5.0,2025-04-07,Positive,Will watch again.,14
1271,642,13,4.5,2025-05-03,Positive,Will watch again.,9
1272,588,1,4.5,2025-02-16,Positive,A visual masterpiece.,103
1273,1013,2,3.0,2024-11-22,Neutral,Average for its genre.,77
1274,57,11,4.0,2025-03-19,Positive,A visual masterpiece.,74
1275,1094,8,2.5,2025-03-04,Neutral,Worth a one-time watch.,102
1276,592,4,4.0,2025-04-29,Positive,Great performances all around.,115
1277,244,9,2.5,2025-04-18,Neutral,Decent watch.,32
1278,650,14,4.0,2024-07-06,Positive,Absolutely loved it!,17
1279,731,1,4.5,2025-04-13,Positive,Exceeded my expectations.,47
1280,1012,11,4.5,2025-04-19,Positive,Exceeded my expectations.,85
1281,1130,4,3.5,2025-02-19,Neutral,Decent watch.,32
1282,3,1,4.0,2025-01-24,Positive,Will watch again.,35
1283,272,8,1.5,2025-03-16,Negative,The plot made no sense.,113
1284,733,3,4.5,2024-11-29,Positive,One of the best this year.,57
1285,767,19,5.0,2025-04-15,Positive,Highly recommend.,115
1286,171,12,3.5,2025-03-20,Neutral,Decent watch.,32
1287,694,22,3.0,2025-03-02,Neutral,Decent watch.,87
1288,127,6,2.0,2025-03-28,Negative,Couldn't finish it.,80
1289,862,15,4.0,2025-04-01,Positive,Top-tier storytelling.,114
1290,23,11,4.0,2025-04-05,Positive,One of the best this year.,28
1291,472,18,3.5,2025-03-03,Neutral,Had its highs and lows.,63
1292,657,13,4.5,2025-04-17,Positive,One of the best this year.,112
1293,508,7,3.0,2024-12-31,Neutral,Worth a one-time watch.,112
1294,171,13,5.0,2025-03-22,Positive,Absolutely loved it!,71
1295,1127,9,4.5,2025-04-25,Positive,Exceeded my expectations.,11
1296,771,10,3.5,2024-12-01,Neutral,Worth a one-time watch.,118
1297,1056,9,5.0,2025-05-01,Positive,Will watch again.,38
1298,455,23,4.0,2025-03-31,Positive,Gripping from start to finish.,49
1299,220,15,2.5,2025-04-13,Neutral,Decent watch.,104
1300,291,23,3.0,2025-04-04,Neutral,Average for its genre.,73
1301,395,9,5.0,2025-04-18,Positive,Highly recommend.,90
1302,514,11,5.0,2025-04-04,Positive,A visual masterpiece.,26
1303,993,23,3.5,2025-02-27,Neutral,Worth a one-time watch.,108
1304,706,19,5.0,2025-04-23,Positive,Gripping from start to finish.,118
1305,301,22,3.5,2025-04-26,Neutral,Worth a one-time watch.,56
1306,437,22,4.0,2024-11-22,Positive,Absolutely loved it!,44
1307,883,9,4.0,2025-04-30,Positive,Will watch again.,112
1308,793,11,3.5,2025-02-09,Neutral,Average for its genre.,26
1309,713,8,2.0,2025-03-15,Negative,Slow and boring.,117
1310,374,1,5.0,2025-02-07,Positive,Absolutely loved it!,60
1311,736,22,3.5,2025-01-23,Neutral,Average for its genre.,38
1312,317,19,5.0,2025-04-19,Positive,Will watch again.,62
1313,1044,17,4.5,2025-05-02,Positive,A visual masterpiece.,8
1314,93,12,3.5,2025-01-14,Neutral,Had its highs and lows.,75
1315,792,23,4.5,2025-03-04,Positive,Gripping from start to finish.,117
1316,416,14,3.5,2024-08-31,Neutral,Decent watch.,57
1317,943,1,4.0,2025-04-29,Positive,Highly recommend.,94
1318,711,12,4.5,2025-03-22,Positive,Exceeded my expectations.,20
1319,98,13,4.5,2025-04-22,Positive,Will watch again.,108
1320,856,22,4.0,2025-04-04,Positive,One of the best this year.,36
1321,688,12,4.0,2025-01-24,Positive,Exceeded my expectations.,81
1322,339,6,2.5,2025-03-05,Neutral,Nothing special but enjoyable.,68
1323,798,22,3.0,2025-04-18,Neutral,Decent watch.,42
1324,635,17,3.5,2025-03-17,Neutral,Decent watch.,63
1325,263,21,5.0,2025-04-08,Positive,One of the best this year.,77
1326,547,17,3.5,2025-04-24,Neutral,Worth a one-time watch.,61
1327,198,11,4.0,2025-02-08,Positive,A visual masterpiece.,90
1328,206,1,4.5,2025-03-19,Positive,Will watch again.,63
1329,516,6,2.5,2025-04-03,Neutral,Decent watch.,87
1330,650,13,4.5,2025-04-28,Positive,One of the best this year.,16
1331,341,16,3.5,2025-01-14,Neutral,Had its highs and lows.,46
1332,103,1,5.0,2025-01-24,Positive,Gripping from start to finish.,88
1333,585,21,4.0,2025-04-28,Positive,Top-tier storytelling.,119
1334,229,11,4.5,2025-02-28,Positive,Will watch again.,119
1335,916,13,5.0,2025-04-28,Positive,Absolutely loved it!,110
1336,733,1,4.5,2025-01-20,Positive,Great performances all around.,56
1337,195,5,5.0,2025-04-15,Positive,Exceeded my expectations.,58
1338,877,5,4.0,2025-01-10,Positive,Great performances all around.,16
1339,677,13,5.0,2025-03-25,Positive,Gripping from start to finish.,102
1340,945,21,5.0,2025-04-15,Positive,A visual masterpiece.,52
1341,1013,15,3.5,2025-04-28,Neutral,Decent watch.,120
1342,246,11,4.5,2025-05-01,Positive,Top-tier storytelling.,101
1343,865,1,3.5,2025-01-26,Neutral,Nothing special but enjoyable.,65
1344,1023,19,4.0,2025-05-01,Positive,One of the best this year.,7
1345,1067,5,4.0,2025-02-20,Positive,Will watch again.,113
1346,418,16,3.5,2025-03-29,Neutral,Some good moments.,35
1347,985,16,4.0,2025-03-26,Positive,Will watch again.,14
1348,356,10,4.0,2025-01-23,Positive,Great performances all around.,69
1349,292,16,3.5,2025-03-05,Neutral,Had its highs and lows.,108
1350,782,16,4.0,2024-11-17,Positive,A visual masterpiece.,73
1351,1002,1,5.0,2025-05-02,Positive,Highly recommend.,60
1352,322,21,4.5,2025-03-30,Positive,A visual masterpiece.,95
1353,235,18,3.5,2024-10-07,Neutral,Decent watch.,15
1354,1049,22,4.0,2025-01-29,Positive,Great performances all around.,80
1355,513,14,4.5,2025-04-18,Positive,Gripping from start to finish.,110
1356,926,9,4.0,2025-04-08,Positive,Absolutely loved it!,53
1357,883,18,3.0,2025-01-13,Neutral,Decent watch.,4
1358,239,13,4.5,2025-03-29,Positive,Highly recommend.,68
1359,807,10,4.5,2025-01-31,Positive,One of the best this year.,91
1360,298,2,4.5,2025-02-25,Positive,Exceeded my expectations.,74
1361,771,22,4.0,2025-01-08,Positive,One of the best this year.,73
1362,273,2,5.0,2024-11-26,Positive,A visual masterpiece.,59
1363,649,21,2.5,2025-04-04,Neutral,Had its highs and lows.,119
1364,203,22,3.0,2024-11-07,Neutral,Some good moments.,90
1365,241,19,4.0,2025-04-14,Positive,Highly recommend.,11
1366,68,5,4.5,2025-01-03,Positive,Gripping from start to finish.,109
1367,537,9,4.5,2025-04-21,Positive,One of the best this year.,22
1368,212,19,3.5,2025-04-28,Neutral,Average for its genre.,40
1369,749,9,5.0,2025-04-12,Positive,Absolutely loved it!,22
1370,435,5,4.5,2025-01-08,Positive,One of the best this year.,45
1371,674,1,5.0,2025-01-25,Positive,Absolutely loved it!,113
1372,26,25,4.0,2024-10-29,Positive,Great performances all around.,42
1373,582,24,4.5,2025-04-08,Positive,One of the best this year.,70
1374,364,2,4.5,2025-04-27,Positive,Great performances all around.,42
1375,1068,25,3.5,2025-05-01,Neutral,Decent watch.,40
1376,820,14,4.0,2024-06-11,Positive,Absolutely loved it!,107
1377,996,21,4.5,2025-04-23,Positive,Exceeded my expectations.,40
1378,694,5,5.0,2025-02-05,Positive,Great performances all around.,62
1379,936,13,3.5,2025-03-24,Neutral,Decent watch.,92
1380,1014,12,4.5,2024-11-18,Positive,Exceeded my expectations.,79
1381,847,6,3.5,2025-04-24,Neutral,Decent watch.,115
1382,959,16,4.0,2025-03-21,Positive,Will watch again.,62
1383,166,21,5.0,2025-04-24,Positive,Absolutely loved it!,119
1384,172,16,2.5,2025-02-20,Neutral,Average for its genre.,111
1385,1097,5,3.0,2025-01-12,Neutral,Average for its genre.,21
1386,222,1,3.5,2025-03-23,Neutral,Nothing special but enjoyable.,97
1387,135,1,4.5,2025-03-24,Positive,Exceeded my expectations.,108
1388,1155,11,4.5,2025-04-28,Positive,Will watch again.,45
1389,555,6,2.5,2025-04-16,Neutral,Decent watch.,30
1390,399,1,5.0,2025-01-26,Positive,Will watch again.,65
1391,197,8,3.5,2025-02-18,Neutral,Nothing special but enjoyable.,95
1392,511,1,4.5,2025-01-21,Positive,Top-tier storytelling.,40
1393,471,1,5.0,2025-03-01,Positive,Will watch again.,101
1394,601,1,4.0,2025-01-16,Positive,One of the best this year.,81
1395,1122,19,4.0,2025-05-01,Positive,Top-tier storytelling.,8
1396,1104,19,3.5,2025-04-17,Neutral,Average for its genre.,105
1397,494,19,4.5,2025-04-13,Positive,One of the best this year.,89
1398,48,21,4.0,2025-04-09,Positive,Highly recommend.,20
1399,836,3,4.0,2025-02-22,Positive,Absolutely loved it!,57
1400,1057,6,1.5,2025-04-19,Negative,The plot made no sense.,76
1401,522,15,5.0,2025-04-17,Positive,Absolutely loved it!,18
1402,582,10,4.5,2024-09-19,Positive,Exceeded my expectations.,6
1403,1055,8,3.0,2025-03-14,Neutral,Some good moments.,115
1404,442,3,4.5,2025-05-01,Positive,Top-tier storytelling.,109
1405,584,2,4.0,2024-08-30,Positive,Will watch again.,10
1406,705,5,3.5,2025-02-25,Neutral,Decent watch.,104
1407,137,11,4.0,2025-03-04,Positive,Exceeded my expectations.,12
1408,1027,19,4.0,2025-04-16,Positive,One of the best this year.,99
1409,1109,1,4.5,2025-01-20,Positive,Great performances all around.,67
1410,1040,13,3.5,2025-04-23,Neutral,Nothing special but enjoyable.,63
1411,211,9,5.0,2025-04-24,Positive,Top-tier storytelling.,103
1412,626,19,3.5,2025-04-13,Neutral,Nothing special but enjoyable.,16
1413,488,8,2.5,2025-03-15,Neutral,Some good moments.,117
1414,339,5,3.0,2025-03-29,Neutral,Nothing special but enjoyable.,39
1415,114,1,5.0,2025-02-28,Positive,One of the best this year.,62
1416,21,19,3.5,2025-04-15,Neutral,Some good moments.,21
1417,1151,18,3.0,2024-12-22,Neutral,Worth a one-time watch.,47
1418,562,18,4.0,2024-12-02,Positive,Exceeded my expectations.,103
1419,728,21,5.0,2025-04-04,Positive,Great performances all around.,52
1420,849,3,5.0,2024-12-17,Positive,Top-tier storytelling.,92
1421,241,24,4.0,2025-02-20,Positive,Highly recommend.,36
1422,534,23,4.0,2025-03-31,Positive,Great performances all around.,32
1423,752,23,3.0,2025-03-22,Neutral,Worth a one-time watch.,60
1424,532,15,2.0,2025-03-29,Negative,Wasted potential.,105
1425,626,6,3.0,2025-03-10,Neutral,Nothing special but enjoyable.,72
1426,401,13,4.0,2025-04-10,Positive,Highly recommend.,66
1427,1126,15,4.0,2025-03-09,Positive,Great performances all around.,98
1428,946,8,2.5,2025-02-23,Neutral,Average for its genre.,37
1429,129,1,4.0,2025-02-17,Positive,Highly recommend.,94
1430,292,4,5.0,2025-03-22,Positive,Will watch again.,13
1431,350,1,3.5,2025-04-18,Neutral,Worth a one-time watch.,102
1432,111,18,4.5,2024-11-08,Positive,A visual masterpiece.,47
1433,513,10,5.0,2024-12-09,Positive,A visual masterpiece.,31
1434,1151,7,3.0,2025-01-30,Neutral,Average for its genre.,60
1435,447,7,2.5,2025-01-28,Neutral,Nothing special but enjoyable.,44
1436,734,9,4.5,2025-04-10,Positive,A visual masterpiece.,38
1437,444,6,1.5,2025-04-02,Negative,The plot made no sense.,117
1438,977,10,3.5,2025-01-28,Neutral,Worth a one-time watch.,73
1439,234,16,3.5,2025-02-26,Neutral,Had its highs and lows.,112
1440,622,4,3.5,2025-02-26,Neutral,Average for its genre.,101
1441,14,2,4.5,2025-01-17,Positive,Gripping from start to finish.,86
1442,1028,19,4.5,2025-04-22,Positive,Will watch again.,4
1443,899,9,4.5,2025-04-11,Positive,One of the best this year.,13
1444,667,14,3.5,2025-01-06,Neutral,Worth a one-time watch.,1
1445,592,19,5.0,2025-04-27,Positive,A visual masterpiece.,67
1446,609,22,4.0,2025-04-26,Positive,Gripping from start to finish.,28
1447,627,1,5.0,2025-02-14,Positive,Highly recommend.,81
1448,1077,19,3.5,2025-04-13,Neutral,Worth a one-time watch.,1
1449,292,13,4.5,2025-03-31,Positive,Top-tier storytelling.,93
1450,361,11,4.5,2025-01-30,Positive,Exceeded my expectations.,77
1451,710,3,5.0,2024-12-06,Positive,Absolutely loved it!,68
1452,644,12,4.0,2025-04-12,Positive,Highly recommend.,61
1453,897,1,4.5,2025-03-30,Positive,A visual masterpiece.,115
1454,372,22,3.0,2025-02-25,Neutral,Worth a one-time watch.,118
1455,1184,2,3.5,2024-08-17,Neutral,Average for its genre.,12
1456,917,17,3.5,2025-04-04,Neutral,Some good moments.,51
1457,544,22,3.5,2025-03-29,Neutral,Had its highs and lows.,27
1458,941,3,3.5,2025-05-03,Neutral,Nothing special but enjoyable.,15
1459,787,13,3.5,2025-04-07,Neutral,Average for its genre.,92
1460,667,11,4.0,2025-02-03,Positive,Top-tier storytelling.,17
1461,676,21,4.0,2025-04-27,Positive,Will watch again.,71
1462,251,3,5.0,2025-04-17,Positive,Highly recommend.,25
1463,1092,7,3.0,2024-12-23,Neutral,Had its highs and lows.,110
1464,510,1,4.0,2025-02-22,Positive,Absolutely loved it!,87
1465,665,19,3.0,2025-04-21,Neutral,Average for its genre.,112
1466,1200,5,3.5,2024-10-27,Neutral,Had its highs and lows.,57
1467,146,14,3.5,2025-04-09,Neutral,Some good moments.,107
1468,529,9,4.5,2025-04-12,Positive,Highly recommend.,10
1469,920,2,4.5,2025-04-21,Positive,One of the best this year.,110
1470,539,16,4.5,2025-04-30,Positive,Gripping from start to finish.,75
1471,969,25,3.5,2025-04-13,Neutral,Average for its genre.,43
1472,222,15,4.5,2025-04-27,Positive,Highly recommend.,67
1473,1098,2,3.5,2025-03-11,Neutral,Some good moments.,19
1474,255,23,4.0,2025-04-14,Positive,Great performances all around.,114
1475,650,6,2.5,2025-05-01,Neutral,Some good moments.,50
1476,839,11,4.0,2025-04-15,Positive,Absolutely loved it!,106
1477,813,12,3.5,2025-04-01,Neutral,Had its highs and lows.,31
1478,230,10,2.5,2025-02-14,Neutral,Worth a one-time watch.,79
1479,193,13,4.0,2025-05-01,Positive,Highly recommend.,95
1480,331,8,2.0,2025-03-23,Negative,Would not recommend.,103
1481,716,12,3.5,2024-11-28,Neutral,Some good moments.,47
1482,63,21,4.0,2025-04-14,Positive,One of the best this year.,90
1483,801,5,4.5,2024-12-19,Positive,Gripping from start to finish.,96
1484,872,8,3.0,2025-02-27,Neutral,Some good moments.,81
1485,650,19,5.0,2025-04-30,Positive,One of the best this year.,7
1486,244,3,4.5,2025-02-20,Positive,One of the best this year.,65
1487,638,22,5.0,2025-05-01,Positive,One of the best this year.,6
1488,754,5,4.0,2024-10-05,Positive,Great performances all around.,62
1489,617,15,4.5,2025-03-19,Positive,Top-tier storytelling.,67
1490,869,3,5.0,2025-01-12,Positive,A visual masterpiece.,84
1491,983,9,3.5,2025-04-26,Neutral,Worth a one-time watch.,3
1492,437,21,4.5,2025-04-08,Positive,Top-tier storytelling.,1
1493,1088,19,3.5,2025-04-29,Neutral,Decent watch.,95
1494,331,3,4.5,2025-03-20,Positive,Great performances all around.,83
1495,909,25,3.5,2025-03-09,Neutral,Average for its genre.,76
1496,645,22,3.0,2024-11-17,Neutral,Some good moments.,52
1497,1120,15,2.5,2025-04-06,Neutral,Nothing special but enjoyable.,2
1498,303,8,3.5,2025-02-15,Neutral,Average for its genre.,82
1499,641,1,5.0,2025-02-18,Positive,Great performances all around.,11
1500,1181,11,4.0,2025-02-03,Positive,Absolutely loved it!,28
1501,1008,2,5.0,2024-10-04,Positive,Will watch again.,85
1502,1055,22,4.0,2025-01-30,Positive,Will watch again.,110
1503,741,13,4.0,2025-03-21,Positive,Great performances all around.,71
1504,200,18,4.0,2024-10-12,Positive,Highly recommend.,93
1505,1065,4,4.5,2025-03-19,Positive,Top-tier storytelling.,106
1506,1012,25,4.5,2024-07-13,Positive,Will watch again.,50
1507,646,14,4.5,2024-12-12,Positive,Top-tier storytelling.,95
1508,67,15,4.0,2025-03-27,Positive,Top-tier storytelling.,14
1509,1011,9,3.0,2025-04-27,Neutral,Worth a one-time watch.,120
1510,90,3,4.0,2024-11-24,Positive,Absolutely loved it!,66
1511,607,25,4.5,2024-11-03,Positive,One of the best this year.,1
1512,257,2,4.0,2025-03-07,Positive,One of the best this year.,75
1513,289,1,5.0,2025-02-26,Positive,Highly recommend.,84
1514,505,18,4.0,2024-12-17,Positive,Top-tier storytelling.,75
1515,1047,23,4.5,2025-04-23,Positive,Gripping from start to finish.,90
1516,597,4,4.5,2025-04-15,Positive,Top-tier storytelling.,112
1517,591,12,4.5,2025-04-07,Positive,Absolutely loved it!,108
1518,118,11,3.5,2025-03-02,Neutral,Had its highs and lows.,51
1519,161,1,4.5,2025-01-25,Positive,Will watch again.,1
1520,484,3,4.5,2025-01-06,Positive,Gripping from start to finish.,18
1521,1015,25,3.0,2024-08-16,Neutral,Average for its genre.,97
1522,419,23,4.0,2025-04-21,Positive,Exceeded my expectations.,11
1523,138,15,3.5,2025-03-04,Neutral,Average for its genre.,49
1524,240,17,4.0,2025-02-04,Positive,A visual masterpiece.,96
1525,547,2,4.5,2025-02-11,Positive,Exceeded my expectations.,98
1526,559,6,3.0,2025-03-13,Neutral,Some good moments.,12
