activity_id,viewer_id,movie_id,watch_date,watch_duration_minutes,completion_rate,device,platform,rewatched
3767,97,11,2025-02-09,82,0.65,Mobile,iOS,False
3768,513,14,2024-07-26,79,0.61,Smart TV,iOS,False
3769,1159,1,2025-04-09,118,1.0,Mobile,Android,False
3770,1102,4,2025-03-12,108,1.0,Tablet,Android,False
3771,501,9,2025-04-15,82,0.6,Desktop,iOS,False
3772,882,24,2025-04-09,79,0.76,Tablet,Web,False
3773,695,6,2025-03-07,31,0.33,Mobile,Web,False
3774,304,15,2025-04-23,98,0.83,Mobile,Web,True
3775,279,19,2025-04-21,70,0.56,Laptop,Android,False
3776,108,23,2025-03-04,71,0.65,Mobile,Web,False
3777,1002,18,2024-10-07,59,0.42,Laptop,iOS,False
3778,918,1,2025-04-21,86,0.73,Laptop,Web,False
3779,107,1,2025-03-29,92,0.78,Smart TV,Android,False
3780,402,15,2025-03-09,98,0.83,Desktop,Web,False
3781,38,25,2024-07-31,124,0.92,Tablet,iOS,False
3782,146,18,2025-02-12,106,0.75,Mobile,Web,False
3783,674,18,2024-10-11,92,0.65,Mobile,TV App,False
3784,201,16,2025-02-28,92,0.94,Tablet,iOS,False
3785,1148,8,2025-03-17,47,0.54,Mobile,TV App,False
3786,77,5,2024-11-07,30,0.25,Smart TV,TV App,False
3787,482,11,2025-04-28,119,0.94,Desktop,Android,False
3788,720,19,2025-04-22,101,0.81,Smart TV,iOS,False
3789,1108,15,2025-04-05,54,0.46,Smart TV,iOS,False
3790,970,2,2025-04-06,80,0.61,Laptop,Android,False
3791,819,9,2025-04-23,106,0.77,Mobile,Android,False
3792,1055,1,2025-01-15,100,0.85,Laptop,TV App,False
3793,754,19,2025-04-26,101,0.81,Laptop,Android,False
3794,733,22,2025-02-27,86,0.72,Laptop,Android,False
3795,435,2,2025-04-01,128,0.97,Smart TV,Android,False
3796,10,1,2025-01-23,118,1.0,Laptop,TV App,False
3797,752,1,2025-01-26,96,0.82,Laptop,Android,False
3798,125,24,2025-03-30,105,1.0,Laptop,iOS,False
3799,973,19,2025-04-30,77,0.62,Desktop,iOS,False
3800,723,24,2025-01-18,81,0.78,Mobile,TV App,False
3801,1169,25,2025-01-05,94,0.7,Smart TV,TV App,True
3802,978,8,2025-02-01,67,0.77,Mobile,Android,False
3803,683,1,2025-01-17,95,0.81,Mobile,Web,False
3804,1049,12,2024-12-10,81,0.8,Mobile,Web,False
3805,1169,13,2025-03-19,96,0.69,Laptop,Web,False
3806,36,2,2025-03-02,77,0.59,Laptop,Web,False
3807,337,1,2025-02-13,115,0.98,Desktop,iOS,False
3808,527,5,2024-12-12,82,0.68,Laptop,Web,False
3809,299,1,2025-01-31,99,0.84,Tablet,Web,False
3810,71,1,2025-01-27,89,0.76,Desktop,Web,False
3811,1141,9,2025-04-23,103,0.75,Laptop,Web,False
3812,332,23,2025-04-28,69,0.63,Smart TV,Web,False
3813,693,15,2025-03-21,119,1.0,Laptop,Web,True
3814,762,5,2025-03-16,115,0.95,Mobile,iOS,False
3815,1140,10,2024-11-19,101,0.88,Smart TV,TV App,False
3816,358,15,2025-03-19,96,0.81,Tablet,Android,True
3817,465,4,2025-03-05,93,0.87,Desktop,iOS,False
3818,642,16,2025-04-27,49,0.5,Mobile,TV App,False
3819,258,1,2025-04-16,102,0.87,Smart TV,iOS,False
3820,905,13,2025-04-29,89,0.64,Smart TV,iOS,True
3821,741,1,2025-03-05,108,0.92,Mobile,Web,False
3822,594,21,2025-04-02,106,0.69,Tablet,Web,False
3823,1094,2,2024-09-17,121,0.92,Laptop,iOS,False
3824,95,15,2025-04-07,105,0.89,Smart TV,TV App,False
3825,520,5,2025-01-05,81,0.67,Mobile,iOS,True
3826,1152,1,2025-02-10,118,1.0,Smart TV,TV App,False
3827,35,23,2025-03-21,101,0.92,Smart TV,iOS,False
3828,813,13,2025-04-28,109,0.78,Tablet,Android,False
3829,1145,16,2025-01-11,58,0.6,Smart TV,Android,False
3830,410,8,2025-03-05,44,0.5,Smart TV,TV App,False
3831,704,21,2025-04-14,114,0.74,Laptop,Web,True
3832,854,24,2025-04-29,54,0.52,Mobile,Android,False
3833,496,17,2025-01-21,46,0.55,Mobile,Web,False
3834,110,21,2025-04-10,113,0.73,Laptop,iOS,False
3835,652,11,2025-02-19,81,0.64,Mobile,iOS,False
3836,759,1,2025-03-03,112,0.95,Mobile,TV App,True
3837,328,18,2025-01-31,92,0.65,Mobile,Web,False
3838,605,7,2025-01-28,44,0.49,Smart TV,Web,True
3839,488,1,2025-03-14,88,0.75,Smart TV,iOS,True
3840,7,1,2025-01-28,108,0.92,Smart TV,Android,False
3841,297,18,2024-10-14,137,0.97,Tablet,Web,False
3842,138,1,2025-03-06,116,0.99,Mobile,iOS,False
3843,973,13,2025-04-02,91,0.65,Desktop,Web,False
3844,451,13,2025-03-24,121,0.87,Smart TV,Android,False
3845,886,1,2025-01-27,118,1.0,Mobile,Web,False
3846,865,3,2025-01-31,95,0.66,Smart TV,iOS,False
3847,977,1,2025-04-24,108,0.92,Smart TV,Web,False
3848,804,4,2025-04-10,83,0.77,Mobile,Android,True
3849,633,21,2025-04-30,155,1.0,Laptop,iOS,True
3850,1187,21,2025-04-26,128,0.83,Smart TV,Android,False
3851,960,5,2025-04-26,89,0.73,Tablet,Android,True
3852,112,22,2025-03-30,68,0.57,Mobile,Android,True
3853,161,15,2025-04-25,78,0.66,Laptop,Web,False
3854,758,11,2025-04-03,73,0.58,Smart TV,Web,False
3855,767,12,2025-04-24,73,0.72,Smart TV,Web,False
3856,722,3,2025-03-29,113,0.78,Mobile,Web,False
3857,428,1,2025-02-21,95,0.81,Tablet,Web,False
3858,565,4,2025-04-17,70,0.65,Mobile,Web,False
3859,1079,19,2025-04-27,97,0.78,Smart TV,Web,True
3860,1032,8,2025-03-06,40,0.46,Smart TV,Web,False
3861,684,10,2025-04-06,81,0.71,Smart TV,Android,False
3862,999,16,2025-01-28,81,0.83,Tablet,iOS,False
3863,631,3,2024-12-08,76,0.53,Smart TV,Android,False
3864,584,7,2025-01-25,19,0.22,Mobile,iOS,False
3865,292,22,2025-04-08,72,0.6,Smart TV,TV App,True
3866,442,10,2024-10-18,102,0.89,Tablet,Android,True
3867,491,4,2025-03-27,108,1.0,Tablet,iOS,False
3868,467,21,2025-04-22,106,0.69,Mobile,Android,True
3869,649,18,2024-12-25,110,0.78,Laptop,Web,False
3870,1062,19,2025-04-27,111,0.89,Mobile,iOS,False
3871,977,13,2025-04-21,140,1.0,Mobile,iOS,False
3872,1181,3,2025-01-17,102,0.71,Mobile,iOS,False
3873,954,18,2025-04-15,142,1.0,Smart TV,TV App,False
3874,199,14,2024-12-24,85,0.66,Smart TV,iOS,False
3875,1185,5,2025-02-03,79,0.65,Smart TV,Web,False
3876,693,5,2024-09-16,58,0.48,Desktop,Web,False
3877,76,16,2025-04-12,75,0.77,Smart TV,Web,False
3878,556,15,2025-03-16,91,0.77,Laptop,iOS,True
3879,1091,1,2025-01-27,103,0.88,Tablet,TV App,False
3880,1151,22,2025-01-11,106,0.89,Mobile,iOS,False
3881,80,19,2025-04-25,51,0.41,Mobile,Web,False
3882,44,19,2025-04-29,125,1.0,Smart TV,Web,True
3883,1097,15,2025-04-18,77,0.65,Smart TV,Web,False
3884,435,20,2024-09-12,63,0.69,Mobile,TV App,False
3885,976,12,2025-03-09,87,0.86,Laptop,Web,False
3886,84,17,2025-02-23,66,0.78,Mobile,TV App,False
3887,713,1,2025-03-27,118,1.0,Smart TV,Android,False
3888,630,11,2025-02-17,96,0.76,Laptop,iOS,False
3889,14,13,2025-03-29,106,0.76,Laptop,TV App,False
3890,626,25,2024-11-01,114,0.85,Mobile,Web,False
3891,278,11,2025-04-24,60,0.48,Laptop,Android,False
3892,450,16,2024-11-05,86,0.88,Tablet,Android,False
3893,47,14,2025-01-12,100,0.77,Laptop,iOS,True
3894,528,15,2025-03-01,78,0.66,Laptop,iOS,False
3895,44,12,2025-02-01,79,0.78,Desktop,Android,False
3896,554,16,2024-11-13,68,0.7,Desktop,TV App,False
3897,331,21,2025-04-29,130,0.84,Laptop,TV App,False
3898,114,24,2025-04-22,50,0.48,Laptop,Android,True
3899,743,18,2024-12-13,90,0.64,Mobile,iOS,False
3900,151,5,2024-12-23,96,0.79,Smart TV,Android,False
3901,869,12,2025-03-23,70,0.69,Laptop,Web,False
3902,377,2,2025-04-06,104,0.79,Mobile,Web,False
3903,98,17,2025-01-31,56,0.67,Laptop,iOS,False
3904,474,7,2024-12-13,31,0.35,Smart TV,iOS,False
3905,1069,11,2025-03-04,82,0.65,Laptop,Web,False
3906,330,1,2025-03-13,106,0.9,Smart TV,Android,False
3907,1163,12,2025-02-05,73,0.72,Mobile,iOS,False
3908,814,24,2025-04-14,95,0.91,Mobile,Web,False
3909,320,4,2025-04-17,63,0.59,Smart TV,Web,False
3910,887,19,2025-04-12,110,0.88,Smart TV,Web,True
3911,807,11,2025-03-09,120,0.95,Mobile,TV App,True
3912,304,19,2025-04-28,96,0.77,Smart TV,Web,False
3913,731,13,2025-03-23,82,0.59,Mobile,TV App,False
3914,448,19,2025-04-21,68,0.55,Laptop,Android,True
3915,17,16,2025-02-06,55,0.57,Smart TV,TV App,False
3916,293,24,2025-01-27,84,0.8,Smart TV,Web,False
3917,418,1,2025-04-30,106,0.9,Smart TV,Web,True
3918,10,11,2025-03-05,78,0.62,Smart TV,Android,True
3919,273,11,2025-02-04,91,0.72,Laptop,iOS,False
3920,1081,25,2025-04-02,128,0.95,Desktop,Android,False
3921,1180,10,2024-12-12,83,0.73,Mobile,Web,False
3922,1035,18,2025-01-26,132,0.93,Mobile,Android,False
3923,1046,16,2025-02-27,79,0.81,Smart TV,Web,False
3924,609,15,2025-04-30,92,0.78,Mobile,Android,False
3925,628,7,2024-12-23,45,0.5,Smart TV,Web,False
3926,639,23,2025-04-07,103,0.94,Tablet,Android,False
3927,38,5,2024-11-23,117,0.96,Laptop,iOS,False
3928,630,19,2025-04-16,93,0.75,Smart TV,Android,False
3929,613,7,2024-12-15,18,0.2,Tablet,Web,True
3930,1090,5,2025-02-03,78,0.64,Mobile,Android,False
3931,666,4,2025-04-24,102,0.95,Laptop,Web,False
3932,1113,1,2025-01-18,102,0.87,Smart TV,Web,False
3933,1102,10,2024-10-08,87,0.76,Mobile,iOS,False
3934,774,13,2025-04-05,103,0.74,Desktop,Web,True
3935,157,4,2025-02-28,70,0.65,Mobile,Android,False
3936,988,4,2025-04-27,99,0.92,Mobile,TV App,False
3937,586,4,2025-02-15,78,0.73,Smart TV,Android,False
3938,1076,19,2025-04-15,100,0.8,Tablet,Android,False
3939,108,11,2025-04-08,127,1.0,Smart TV,iOS,False
3940,611,7,2024-12-10,45,0.51,Smart TV,Android,False
3941,190,5,2025-04-26,103,0.85,Mobile,Web,False
3942,685,5,2025-04-25,58,0.48,Smart TV,iOS,False
3943,260,19,2025-04-13,88,0.71,Smart TV,Android,False
3944,474,4,2025-04-30,85,0.79,Laptop,TV App,False
3945,190,2,2025-01-01,95,0.72,Tablet,Web,False
3946,857,18,2025-03-27,93,0.66,Mobile,iOS,False
3947,276,1,2025-03-14,102,0.87,Desktop,Web,False
3948,781,11,2025-03-08,86,0.68,Smart TV,iOS,False
3949,271,10,2024-08-06,93,0.81,Smart TV,Web,False
3950,341,22,2024-12-15,93,0.78,Mobile,TV App,False
3951,97,1,2025-03-31,107,0.91,Laptop,TV App,False
3952,958,2,2024-09-06,91,0.69,Smart TV,iOS,False
3953,1120,8,2025-03-29,17,0.2,Mobile,iOS,False
3954,1040,1,2025-01-18,89,0.76,Smart TV,Android,False
3955,568,4,2025-03-24,76,0.71,Smart TV,iOS,False
3956,923,19,2025-04-12,58,0.47,Smart TV,iOS,False
3957,237,23,2025-03-09,77,0.7,Laptop,Android,True
3958,304,2,2024-08-17,87,0.66,Tablet,Android,False
3959,1087,3,2025-04-20,142,0.98,Smart TV,Android,False
3960,576,19,2025-04-13,96,0.77,Laptop,iOS,False
3961,355,24,2025-01-24,73,0.7,Desktop,Web,False
3962,1088,9,2025-04-20,85,0.62,Laptop,Web,False
3963,225,11,2025-03-10,90,0.71,Mobile,iOS,False
3964,1136,15,2025-04-06,84,0.71,Mobile,Web,False
3965,600,9,2025-04-06,124,0.9,Mobile,Android,False
3966,909,19,2025-04-18,77,0.62,Mobile,Web,False
3967,336,14,2025-01-30,76,0.59,Laptop,Web,False
3968,449,1,2025-01-19,109,0.93,Smart TV,iOS,False
3969,1131,21,2025-03-29,93,0.6,Laptop,Web,False
3970,637,23,2025-02-18,73,0.67,Mobile,Web,False
3971,174,1,2025-04-11,100,0.85,Smart TV,TV App,False
3972,354,21,2025-03-30,119,0.77,Laptop,iOS,True
3973,271,13,2025-04-29,105,0.75,Mobile,TV App,False
3974,498,1,2025-01-28,101,0.86,Smart TV,TV App,True
3975,58,13,2025-03-24,105,0.75,Tablet,iOS,False
3976,32,9,2025-04-21,107,0.78,Tablet,iOS,False
3977,593,25,2024-11-13,64,0.48,Tablet,Web,False
3978,673,24,2025-04-05,40,0.39,Smart TV,Android,True
3979,589,15,2025-04-03,61,0.52,Laptop,iOS,False
3980,92,19,2025-04-24,77,0.62,Smart TV,Android,False
3981,770,19,2025-04-13,105,0.84,Desktop,Android,True
3982,910,14,2024-06-08,96,0.74,Mobile,Web,False
3983,130,1,2025-03-08,96,0.82,Laptop,Web,False
3984,992,23,2025-03-05,67,0.61,Laptop,Android,False
3985,207,20,2024-09-18,67,0.73,Laptop,iOS,False
3986,618,4,2025-04-17,68,0.63,Laptop,iOS,False
3987,158,18,2025-03-16,119,0.84,Mobile,iOS,False
3988,1140,19,2025-04-17,95,0.76,Laptop,Android,False
3989,1073,9,2025-04-07,86,0.63,Smart TV,TV App,False
3990,884,11,2025-03-22,81,0.64,Laptop,Android,False
3991,615,18,2025-02-13,71,0.5,Smart TV,Web,False
3992,472,11,2025-04-09,87,0.69,Smart TV,Web,True
3993,645,9,2025-04-12,110,0.8,Smart TV,iOS,False
3994,132,21,2025-04-01,102,0.66,Desktop,Web,False
3995,494,24,2025-04-04,75,0.72,Mobile,Web,False
3996,267,9,2025-04-18,96,0.7,Desktop,iOS,False
3997,745,8,2025-02-03,60,0.69,Laptop,iOS,False
3998,590,23,2025-03-31,88,0.8,Tablet,iOS,False
3999,608,18,2024-11-17,142,1.0,Mobile,Android,False
4000,70,16,2025-01-06,78,0.8,Smart TV,Web,False
4001,796,11,2025-02-28,121,0.96,Smart TV,iOS,False
4002,749,12,2025-04-04,59,0.58,Mobile,TV App,False
4003,951,13,2025-04-12,99,0.71,Laptop,TV App,False
4004,257,12,2024-11-15,64,0.63,Laptop,iOS,False
4005,1068,13,2025-04-06,77,0.55,Smart TV,TV App,False
4006,458,25,2024-08-26,71,0.53,Mobile,Android,False
4007,5,18,2025-03-04,130,0.92,Laptop,Android,False
4008,377,20,2024-08-25,53,0.58,Smart TV,Android,True
4009,413,6,2025-04-24,71,0.75,Mobile,Web,False
4010,32,8,2025-03-12,14,0.17,Mobile,Web,False
4011,203,22,2025-02-14,80,0.67,Mobile,Web,False
4012,218,18,2025-01-01,80,0.57,Smart TV,Web,False
4013,607,18,2025-02-03,112,0.79,Smart TV,iOS,False
4014,889,18,2024-10-21,95,0.67,Smart TV,Web,False
4015,970,6,2025-03-04,47,0.5,Smart TV,Android,False
4016,1109,1,2025-01-27,90,0.77,Smart TV,Android,False
4017,29,21,2025-04-12,97,0.63,Mobile,Android,False
4018,598,23,2025-04-17,62,0.57,Mobile,iOS,False
4019,1123,3,2024-12-21,140,0.97,Smart TV,TV App,True
4020,875,18,2025-03-21,96,0.68,Desktop,iOS,False
4021,121,11,2025-04-29,109,0.86,Laptop,TV App,False
4022,1146,6,2025-04-30,32,0.34,Mobile,Android,False
4023,759,10,2025-01-22,78,0.68,Mobile,Android,False
4024,1113,21,2025-04-03,100,0.65,Smart TV,iOS,False
4025,142,14,2024-07-20,84,0.65,Mobile,Android,False
4026,281,5,2025-03-20,78,0.64,Laptop,iOS,False
4027,945,23,2025-03-29,75,0.69,Smart TV,Web,False
4028,51,20,2024-09-10,32,0.35,Smart TV,iOS,False
4029,337,23,2025-03-11,110,1.0,Laptop,TV App,False
4030,1161,23,2025-02-28,71,0.65,Tablet,Android,False
4031,501,4,2025-04-21,64,0.6,Laptop,iOS,False
4032,387,1,2025-04-05,107,0.91,Smart TV,TV App,True
4033,839,19,2025-04-22,95,0.76,Smart TV,Web,False
4034,1086,22,2025-04-01,69,0.58,Smart TV,Web,False
4035,798,14,2024-11-11,72,0.56,Smart TV,iOS,False
4036,229,9,2025-04-06,86,0.63,Mobile,Web,False
4037,98,23,2025-03-02,72,0.66,Mobile,Web,False
4038,140,9,2025-04-18,75,0.55,Smart TV,iOS,True
4039,204,13,2025-03-18,124,0.89,Mobile,iOS,False
4040,142,11,2025-02-03,100,0.79,Smart TV,Web,False
4041,1154,16,2024-12-10,22,0.23,Laptop,Web,False
4042,468,18,2024-12-18,96,0.68,Laptop,Web,False
4043,276,1,2025-03-04,87,0.74,Laptop,iOS,False
4044,759,3,2025-03-07,84,0.58,Smart TV,Android,False
4045,1132,8,2025-03-13,58,0.67,Mobile,Web,False
4046,288,15,2025-03-29,77,0.65,Smart TV,iOS,False
4047,600,9,2025-04-20,110,0.8,Mobile,Android,True
4048,385,1,2025-04-15,73,0.62,Mobile,Web,False
4049,802,1,2025-01-24,97,0.83,Smart TV,iOS,False
4050,360,3,2025-03-27,118,0.82,Laptop,TV App,False
4051,212,19,2025-04-17,97,0.78,Tablet,TV App,False
4052,558,2,2025-04-28,81,0.62,Mobile,Web,True
4053,80,4,2025-04-06,75,0.7,Smart TV,iOS,False
4054,476,8,2025-02-27,85,0.97,Mobile,iOS,False
4055,1057,4,2025-02-27,77,0.72,Smart TV,TV App,True
4056,574,14,2024-12-20,105,0.81,Laptop,iOS,False
4057,1144,25,2024-08-12,109,0.81,Mobile,Android,False
4058,286,5,2024-10-16,104,0.86,Smart TV,TV App,False
4059,153,24,2025-02-13,76,0.73,Smart TV,Android,False
4060,125,19,2025-04-25,86,0.69,Tablet,Android,False
4061,990,25,2024-08-17,112,0.83,Desktop,Android,False
4062,117,23,2025-03-20,79,0.72,Smart TV,Android,False
4063,1129,11,2025-04-28,127,1.0,Tablet,iOS,False
4064,760,11,2025-03-26,69,0.55,Tablet,iOS,False
4065,417,25,2025-02-02,113,0.84,Tablet,Android,False
4066,228,12,2025-03-20,60,0.59,Mobile,Web,False
4067,933,22,2025-02-23,93,0.78,Smart TV,iOS,False
4068,128,16,2024-12-06,55,0.57,Smart TV,Web,False
4069,922,19,2025-04-22,116,0.93,Smart TV,Web,False
4070,200,19,2025-04-22,98,0.79,Laptop,Android,False
4071,651,22,2025-01-24,91,0.76,Smart TV,Web,False
4072,568,5,2025-02-27,84,0.69,Mobile,Android,False
4073,965,16,2024-11-10,72,0.74,Mobile,iOS,False
4074,880,21,2025-04-06,103,0.67,Mobile,Web,False
4075,560,7,2025-01-08,44,0.49,Desktop,Android,False
4076,106,1,2025-02-10,89,0.76,Laptop,Android,True
4077,97,16,2025-02-02,80,0.82,Laptop,Web,True
4078,1065,1,2025-03-22,92,0.78,Laptop,Web,True
4079,740,9,2025-04-21,133,0.97,Mobile,iOS,False
4080,269,18,2025-03-10,139,0.98,Mobile,Web,False
4081,685,23,2025-03-19,88,0.8,Smart TV,iOS,False
4082,1173,19,2025-04-22,95,0.76,Smart TV,iOS,False
4083,116,18,2024-09-30,100,0.71,Mobile,Web,True
4084,1014,6,2025-04-03,67,0.71,Smart TV,iOS,False
4085,1181,5,2024-11-29,92,0.76,Tablet,Web,False
4086,69,11,2025-02-01,101,0.8,Laptop,iOS,True
4087,464,19,2025-04-22,77,0.62,Laptop,iOS,False
4088,163,9,2025-04-30,114,0.83,Mobile,Web,False
4089,872,1,2025-03-15,90,0.77,Mobile,Web,False
4090,810,23,2025-03-24,66,0.6,Smart TV,Web,False
4091,687,15,2025-04-20,108,0.91,Laptop,Android,False
4092,311,3,2025-03-07,133,0.92,Smart TV,iOS,False
4093,434,13,2025-03-18,120,0.86,Tablet,Android,False
4094,280,13,2025-03-20,121,0.87,Smart TV,TV App,False
4095,543,3,2025-01-18,126,0.87,Laptop,Android,False
4096,293,6,2025-03-21,19,0.21,Mobile,Android,False
4097,1034,14,2024-08-14,71,0.55,Mobile,Web,False
4098,709,5,2024-10-31,100,0.82,Smart TV,iOS,False
4099,746,14,2025-01-08,109,0.84,Tablet,Android,False
4100,518,18,2025-02-20,85,0.6,Smart TV,iOS,False
4101,447,16,2024-11-13,83,0.85,Tablet,Android,False
4102,236,20,2024-08-28,57,0.63,Mobile,Android,False
4103,619,11,2025-04-01,106,0.84,Laptop,Web,False
4104,285,13,2025-04-09,110,0.79,Mobile,TV App,False
4105,550,10,2024-10-14,115,1.0,Mobile,iOS,False
4106,426,13,2025-03-29,106,0.76,Smart TV,Web,False
4107,1093,1,2025-03-21,107,0.91,Smart TV,iOS,False
4108,582,15,2025-03-21,82,0.69,Smart TV,Web,False
4109,991,19,2025-04-27,93,0.75,Mobile,Web,True
4110,668,25,2025-03-13,124,0.92,Smart TV,iOS,False
4111,687,11,2025-03-06,105,0.83,Mobile,TV App,False
4112,938,11,2025-03-31,97,0.77,Smart TV,Web,False
4113,509,1,2025-04-14,118,1.0,Smart TV,Web,False
4114,592,7,2025-01-20,54,0.61,Tablet,TV App,True
4115,967,3,2024-12-22,110,0.76,Tablet,Android,False
4116,467,2,2024-12-16,60,0.46,Smart TV,Android,False
4117,184,19,2025-04-12,68,0.55,Smart TV,Android,False
4118,1131,9,2025-04-09,109,0.79,Desktop,iOS,True
4119,773,6,2025-04-08,46,0.49,Smart TV,iOS,False
4120,269,25,2025-01-02,87,0.65,Mobile,iOS,False
4121,221,9,2025-04-22,99,0.72,Mobile,iOS,False
4122,1075,5,2025-02-13,73,0.6,Smart TV,Android,True
4123,1176,14,2024-07-29,122,0.94,Laptop,TV App,True
4124,989,19,2025-04-23,103,0.83,Mobile,Web,True
4125,266,1,2025-04-03,114,0.97,Laptop,Android,False
4126,993,14,2024-08-02,91,0.7,Smart TV,Web,False
4127,606,14,2024-11-03,113,0.87,Smart TV,iOS,False
4128,567,21,2025-04-18,99,0.64,Laptop,iOS,False
4129,347,11,2025-03-24,78,0.62,Smart TV,Android,False
4130,567,13,2025-04-14,130,0.93,Laptop,iOS,True
4131,623,19,2025-04-25,107,0.86,Mobile,Android,False
4132,635,4,2025-03-07,65,0.61,Mobile,iOS,True
4133,87,22,2025-02-13,112,0.94,Laptop,Android,False
4134,1199,5,2025-02-06,91,0.75,Laptop,TV App,False
4135,70,5,2024-10-27,84,0.69,Laptop,Web,False
4136,395,19,2025-04-13,93,0.75,Smart TV,iOS,False
4137,150,16,2025-01-18,65,0.67,Mobile,Android,False
4138,210,12,2024-11-24,48,0.48,Mobile,TV App,False
4139,885,23,2025-03-10,92,0.84,Smart TV,iOS,False
4140,217,4,2025-02-28,79,0.74,Mobile,Android,False
4141,1046,11,2025-04-28,105,0.83,Smart TV,Android,False
4142,387,3,2025-01-02,118,0.82,Desktop,Web,True
4143,63,1,2025-02-23,102,0.87,Laptop,iOS,True
4144,1034,25,2025-01-21,76,0.57,Smart TV,Android,False
4145,860,15,2025-03-18,96,0.81,Mobile,Web,False
4146,1114,8,2025-01-28,50,0.57,Smart TV,Web,False
4147,1024,11,2025-04-19,105,0.83,Mobile,Android,False
4148,616,23,2025-04-14,85,0.78,Mobile,Android,True
4149,1044,1,2025-01-20,114,0.97,Smart TV,iOS,False
4150,253,15,2025-04-10,82,0.69,Mobile,iOS,False
4151,661,19,2025-04-20,96,0.77,Smart TV,Android,False
4152,286,1,2025-01-29,103,0.88,Mobile,iOS,True
4153,472,7,2024-12-29,30,0.34,Mobile,TV App,False
4154,806,14,2024-12-16,100,0.77,Desktop,Web,True
4155,301,2,2024-10-22,76,0.58,Smart TV,Web,False
4156,147,17,2025-04-24,60,0.71,Laptop,iOS,True
4157,799,18,2025-02-20,52,0.37,Desktop,TV App,False
4158,415,19,2025-04-17,87,0.7,Laptop,Android,False
4159,881,4,2025-03-12,70,0.65,Smart TV,Android,False
4160,1169,25,2025-03-03,90,0.67,Smart TV,Android,False
4161,155,3,2025-01-31,100,0.69,Smart TV,Web,False
4162,719,13,2025-03-23,93,0.67,Mobile,iOS,False
4163,140,15,2025-04-02,103,0.87,Smart TV,TV App,False
4164,7,5,2025-01-09,62,0.51,Mobile,Web,False
4165,863,2,2024-10-13,122,0.93,Smart TV,iOS,False
4166,921,5,2024-12-27,108,0.89,Laptop,iOS,True
4167,457,11,2025-03-02,114,0.9,Smart TV,iOS,False
4168,1008,9,2025-04-28,63,0.46,Smart TV,Web,False
4169,5,5,2025-01-07,70,0.58,Laptop,Web,True
4170,1056,24,2025-03-02,77,0.74,Smart TV,Android,False
4171,968,14,2024-07-07,78,0.6,Smart TV,iOS,False
4172,221,8,2025-02-13,49,0.56,Tablet,Android,False
4173,126,19,2025-04-22,117,0.94,Laptop,Android,False
4174,373,19,2025-04-27,125,1.0,Smart TV,TV App,False
4175,146,18,2025-03-18,106,0.75,Smart TV,Android,True
4176,777,9,2025-04-10,89,0.65,Mobile,Web,False
4177,907,14,2024-08-10,104,0.8,Laptop,Web,False
4178,1090,13,2025-04-01,92,0.66,Mobile,Web,True
4179,975,23,2025-04-19,72,0.66,Smart TV,Web,True
4180,53,11,2025-04-06,105,0.83,Laptop,iOS,False
4181,1092,13,2025-04-14,98,0.7,Mobile,iOS,False
4182,63,14,2024-12-22,88,0.68,Mobile,Web,False
4183,171,3,2024-12-03,104,0.72,Laptop,Web,False
4184,1200,1,2025-04-30,89,0.76,Smart TV,TV App,False
4185,662,16,2024-11-10,65,0.67,Smart TV,Web,True
4186,961,10,2025-03-28,71,0.62,Mobile,Android,False
4187,294,19,2025-04-18,101,0.81,Mobile,iOS,False
4188,368,9,2025-04-19,91,0.66,Laptop,TV App,False
4189,1155,13,2025-04-23,75,0.54,Mobile,Web,False
4190,1107,5,2024-09-09,79,0.65,Tablet,Android,False
4191,94,9,2025-04-18,92,0.67,Smart TV,Android,False
4192,1048,11,2025-04-19,48,0.38,Smart TV,iOS,False
4193,663,10,2025-01-07,96,0.84,Mobile,TV App,False
4194,212,25,2025-02-28,121,0.9,Mobile,iOS,False
4195,796,2,2025-03-03,99,0.75,Smart TV,TV App,False
4196,1145,23,2025-03-18,73,0.67,Laptop,Web,False
4197,165,1,2025-04-19,118,1.0,Smart TV,iOS,False
4198,811,11,2025-03-31,101,0.8,Desktop,TV App,False
4199,146,10,2024-07-23,82,0.72,Mobile,iOS,False
4200,445,22,2025-03-21,97,0.81,Mobile,Web,True
4201,819,21,2025-04-14,89,0.58,Mobile,Web,False
4202,328,15,2025-04-22,94,0.79,Smart TV,Web,False
4203,523,16,2024-11-12,94,0.96,Tablet,Web,False
4204,139,15,2025-04-28,73,0.62,Laptop,iOS,True
4205,933,6,2025-04-19,65,0.69,Tablet,Web,False
4206,41,21,2025-04-22,125,0.81,Smart TV,iOS,False
4207,76,9,2025-04-20,113,0.82,Mobile,Android,False
4208,764,16,2024-12-13,73,0.75,Tablet,Web,False
4209,1128,1,2025-02-25,99,0.84,Desktop,iOS,False
4210,336,1,2025-03-11,112,0.95,Tablet,TV App,True
4211,293,19,2025-04-29,103,0.83,Smart TV,Web,False
4212,182,18,2025-02-23,142,1.0,Desktop,iOS,False
4213,212,24,2025-01-15,86,0.82,Laptop,TV App,False
4214,524,23,2025-04-08,57,0.52,Mobile,iOS,False
4215,337,11,2025-02-17,99,0.78,Smart TV,Web,False
4216,179,14,2025-01-30,96,0.74,Smart TV,Android,False
